,newind,Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Coverage_End_Date,Party_Committee_Contribution,Cand_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Coverage_Start_Date
940,IA03,"D'ALESSANDRO, PETE",DEM,CHALLENGER,372277.85,370050.51,2227.34,12/31/2018,0.0,250.0,369355.41,0.0,04/25/2017
737,IA03,"FRERICK, AUSTIN RONALD",DEM,CHALLENGER,55240.1,55240.1,0.0,03/31/2018,0.0,81.0,53259.74,0.0,07/01/2017
388,IA04,"PASCHEN, JOHN JOSEPH",DEM,CHALLENGER,134554.02,134553.55,0.0,07/31/2018,0.0,2725.04,111155.16,0.0,07/01/2017
28,IA04,"KING, STEVE MR.",REP,INCUMBENT,876229.78,976612.43,26220.5,12/31/2018,4250.0,0.0,973679.04,126603.15,01/01/2017
43,IA04,"HANSON, CYNDI",REP,CHALLENGER,34423.0,31942.0,2480.0,09/30/2018,0.0,1376.0,31407.0,0.0,11/20/2017
1225,IA04,"DEAM, DIRK J",DEM,CHALLENGER,2583.26,2583.26,0.0,06/30/2017,0.0,0.0,2583.26,0.0,01/01/2017
460,IA04,"WEAVER, KIMBERLY",DEM,CHALLENGER,202901.58,201242.61,14784.06,12/31/2018,0.0,0.0,93086.29,12975.09,01/01/2017
405,IA04,"JACOBSEN, LEANN",DEM,CHALLENGER,276410.33,276410.33,0.0,06/26/2018,0.0,17291.43,257830.02,0.0,07/01/2017
438,IA04,"SCHOLTEN, JAMES D.",DEM,CHALLENGER,3313720.4,3238276.85,75443.55,12/31/2018,0.0,27868.85,3179841.49,0.0,07/01/2017
190,ID01,"SNYDER, MICHAEL",REP,OPEN,142729.36,140820.98,1908.38,12/31/2018,0.0,2013.0,140820.98,0.0,07/01/2017
2137,ID01,"MALEK, LUCAS TODD",REP,OPEN,301075.43,301075.43,0.0,12/31/2018,7500.0,25133.85,300413.28,0.0,07/01/2017
1034,ID01,"GALLEGOS, ALEXANDER",REP,OPEN,82935.59,82935.59,0.0,06/30/2018,0.0,4345.0,79429.4,0.0,01/01/2018
324,ID01,"PERRY, CHRISTY",REP,OPEN,31792.0,31662.45,129.55,07/12/2018,1000.0,3857.0,31662.45,0.0,10/01/2017
1567,ID01,"MCNEIL, ANA",DEM,OPEN,22974.64,22192.8,781.84,12/31/2018,0.0,0.0,22192.8,0.0,03/01/2018
421,ID01,"HENDERSON, NICHOLAS",REP,OPEN,1937.45,701.4,0.0,12/22/2018,0.0,0.0,701.4,0.0,07/01/2017
971,ID01,"HOWARD, WILLIAM",LIB,OPEN,2487.17,2447.17,40.0,12/31/2018,0.0,2097.06,2447.17,0.0,01/01/2018
2139,ID01,"FULCHER, RUSS",REP,OPEN,917403.58,881601.3,35802.28,12/31/2018,456.07,0.0,834228.49,0.0,04/01/2017
1374,ID01,"VANDERMAAS, JAMES",DEM,OPEN,19204.87,19204.87,0.0,07/16/2018,0.0,0.0,16722.5,0.0,05/11/2017
665,ID01,"LEROY, DAVID H",REP,OPEN,362407.68,362407.68,0.0,06/30/2018,2000.0,98073.5,342607.7,0.0,04/01/2017
1114,ID02,"SIMPSON, MICHAEL",REP,INCUMBENT,1107700.95,993766.72,267071.57,12/31/2018,0.0,0.0,585636.72,153137.34,01/01/2017
379,ID02,"SWISHER, CARLTON AARON",DEM,CHALLENGER,133276.77,125832.31,7444.46,12/31/2018,1103.0,100.0,121041.46,0.0,10/15/2017
12,IL01,"RUDBECK, THOMAS MR.",IND,CHALLENGER,267175.0,228969.02,20265.47,11/26/2018,0.0,23725.0,221339.1,0.0,04/01/2018
1919,IL01,"RUSH, BOBBY LEE",DEM,INCUMBENT,386313.12,320467.16,66639.54,12/31/2018,5000.0,0.0,287600.26,793.58,01/01/2017
857,IL02,"KELLY, ROBIN",DEM,INCUMBENT,1008275.09,914593.13,487767.16,12/31/2018,21.61,0.0,727086.17,394085.2,01/01/2017
2088,IL03,"LIPINSKI, DANIEL WILLIAM WILLIAM",DEM,INCUMBENT,1593926.79,2402064.62,450084.11,12/31/2018,0.0,0.0,1962402.02,1258221.94,01/01/2017
1150,IL03,"HANSON, JUSTIN MR.",IND,CHALLENGER,50174.0,48925.83,1248.17,12/31/2018,0.0,1075.0,46737.17,0.0,07/01/2018
832,IL03,"NEWMAN, MARIE",DEM,CHALLENGER,1475693.55,1475623.03,70.52,12/31/2018,0.0,22260.0,1416011.49,0.0,04/01/2017
835,IL04,"GARCIA, JESUS",DEM,OPEN,873126.05,858055.59,15070.46,12/31/2018,5000.0,0.0,662017.14,0.0,10/01/2017
185,IL04,"GONZALEZ, RICHARD",DEM,OPEN,47110.0,42179.0,0.0,06/06/2018,0.0,0.0,42179.0,0.0,10/01/2017
147,IL04,"LOPEZ, RAYMOND ANTHONY MR.",DEM,OPEN,4350.0,4350.0,0.0,01/31/2018,0.0,0.0,0.0,0.0,12/08/2017
831,IL04,"FLORES, SOL",DEM,OPEN,341189.07,328979.64,12209.43,12/31/2018,0.0,0.0,315729.64,0.0,10/01/2017
1370,IL04,"LORCH, MARK WAYNE",REP,OPEN,8109.36,8109.36,0.0,12/31/2018,0.0,0.0,7607.32,0.0,01/01/2018
532,IL04,"RAMIREZ-ROSA, CARLOS MR.",DEM,OPEN,22322.73,12675.0,9647.73,12/31/2017,0.0,0.0,12675.0,0.0,11/29/2017
2024,IL05,"WOLF, BENJAMIN",DEM,CHALLENGER,75646.07,75641.96,4.11,04/19/2018,0.0,42090.69,72835.31,0.0,01/01/2017
529,IL05,"QUIGLEY, MIKE",DEM,INCUMBENT,1334784.15,1249844.91,777495.55,12/31/2018,0.0,0.0,1101515.84,692556.31,01/01/2017
1146,IL05,"SCHWARTZBERG , STEVE J",DEM,CHALLENGER,19731.57,19925.46,-193.89,12/31/2018,0.0,0.0,17505.46,0.0,07/01/2017
1375,IL05,"MUSTAFA, SAMEENA",DEM,CHALLENGER,134109.93,134109.93,0.0,06/30/2018,0.0,9044.47,132900.32,0.0,07/01/2017
587,IL06,"HAAF, GRACE",DEM,CHALLENGER,49559.0,49559.0,0.0,10/14/2018,0.0,0.0,44804.0,0.0,07/01/2017
1767,IL06,"ZORDANI, JENNIFER MS.",DEM,CHALLENGER,110844.0,110844.0,0.0,12/31/2018,0.0,6.0,97042.76,0.0,04/01/2017
1389,IL06,"CHENEY, CAROLE",DEM,CHALLENGER,350684.28,348530.66,2153.62,12/31/2018,0.0,0.0,335475.86,0.0,04/01/2017
1131,IL06,"WILKINS, BECKY ANDERSON",DEM,CHALLENGER,323740.74,323740.74,0.0,10/09/2018,0.0,4610.04,293757.07,0.0,07/01/2017
636,IL06,"PRICE, SUZYN",DEM,CHALLENGER,40141.0,40141.0,0.0,09/30/2017,0.0,0.0,40141.0,0.0,04/01/2017
1030,IL06,"HOWLAND, AMANDA",DEM,CHALLENGER,198264.19,197521.25,0.0,07/15/2018,0.0,39522.47,194255.72,0.0,01/01/2017
834,IL06,"MAZESKI, KELLY",DEM,CHALLENGER,923500.75,922936.26,564.49,12/31/2018,0.0,7987.33,885030.42,0.0,04/01/2017
700,IL06,"HUFFMAN, RYAN",DEM,CHALLENGER,8688.83,8673.66,0.0,06/20/2018,0.0,670.49,8617.32,0.0,07/01/2017
836,IL06,"CASTEN, SEAN",DEM,CHALLENGER,6439711.53,6362182.45,77529.08,12/31/2018,10000.0,0.0,6128402.38,0.0,04/01/2017
1432,IL06,"ROSKAM, PETER",REP,INCUMBENT,7060804.52,7154396.95,20139.25,12/31/2018,0.0,0.0,7055426.59,113731.68,01/01/2017
1028,IL07,"SALIM, AHMED",DEM,CHALLENGER,4261.0,3379.95,-36.9,04/18/2018,0.0,100.0,3379.95,2060.42,07/01/2017
1169,IL07,"DAVIS, DANNY K",DEM,INCUMBENT,444796.06,551754.1,203987.47,12/31/2018,0.0,0.0,438670.45,310945.51,01/01/2017
441,IL07,"CLARK, ANTHONY",DEM,CHALLENGER,91307.37,91307.37,0.0,04/30/2018,0.0,2020.0,91181.17,0.0,05/16/2017
96,IL08,"JHINGAN, VANDANA",REP,CHALLENGER,73700.0,73700.0,0.0,03/31/2018,0.0,0.0,16503.64,0.0,10/01/2017
1783,IL08,"DIGANVKER, JITENDRA JD",REP,CHALLENGER,54519.77,51858.55,2683.45,12/31/2018,0.0,0.0,51858.55,0.0,01/01/2017
1081,IL08,"KRISHNAMOORTHI, S. RAJA",DEM,INCUMBENT,5315280.21,1964491.13,4276671.79,12/31/2018,62.53,8543.51,1841843.13,925882.71,01/01/2017
1978,IL09,"SANGARI, SARGIS",REP,CHALLENGER,32169.0,35746.5,0.0,12/31/2018,0.0,0.0,35746.5,0.0,10/01/2017
1478,IL09,"SCHAKOWSKY, JANICE D",DEM,INCUMBENT,1559268.75,1479814.88,429091.18,12/31/2018,1500.0,0.0,1169654.9,349637.31,01/01/2017
1761,IL09,"ELLESON, JOHN D",REP,CHALLENGER,74669.83,74669.83,0.0,12/31/2018,0.0,70529.17,74071.17,0.0,01/01/2018
1784,IL10,"BENNETT, DOUGLAS R 1963",REP,CHALLENGER,293997.58,291510.64,2486.94,12/31/2018,4400.0,12100.0,291462.06,0.0,01/01/2017
730,IL10,"RUTAGWIBIRA, ALOYS",REP,CHALLENGER,320.0,472.0,100.0,12/31/2017,0.0,0.0,472.0,320.0,09/29/2017
1976,IL10,"SHAH, SAPAN M.D. J.D.",REP,CHALLENGER,778590.45,778590.45,0.0,06/30/2018,0.0,243523.65,672575.65,0.0,07/01/2017
858,IL10,"SCHNEIDER, BRADLEY SCOTT",DEM,INCUMBENT,4568446.12,3423485.51,1287583.93,12/31/2018,1310.66,0.0,2581809.56,142656.82,01/01/2017
1349,IL10,"WYNES, JEREMY",REP,CHALLENGER,426593.26,426471.04,122.22,10/01/2018,150.0,2700.0,360688.38,0.0,05/08/2017
1194,IL11,"STELLA, DOMINICK J. M.D.",REP,CHALLENGER,293806.37,291449.89,3432.82,12/31/2018,100.0,0.0,271262.39,1076.34,01/01/2017
450,IL11,"FOSTER, G. WILLIAM (BILL)",DEM,INCUMBENT,2658954.14,1767981.86,3178752.61,12/31/2018,16.34,0.0,1141760.02,2287780.33,01/01/2017
1117,IL11,"KHOURI, TONIA",REP,CHALLENGER,7500.0,5086.61,4420.66,12/31/2018,0.0,0.0,5086.61,2007.27,01/01/2017
390,IL12,"MCMAHAN, PAT",DEM,CHALLENGER,575.0,43.76,0.0,02/08/2018,0.0,0.0,43.76,0.0,04/01/2017
1957,IL12,"BEQUETTE, DAVID ALLAN",DEM,CHALLENGER,14684.25,14684.25,0.0,06/30/2018,0.0,3.0,14404.25,0.0,07/01/2017
470,IL12,"BOST, MICHAEL",REP,INCUMBENT,2872975.37,2875064.06,5320.68,12/31/2018,0.0,0.0,2783336.81,7409.37,01/01/2017
1775,IL12,"AUXIER, RANDY",GRE,CHALLENGER,14979.2,16655.55,-5.0,12/31/2018,100.0,929.45,16650.55,1302.59,01/01/2018
1480,IL12,"KELLY, BRENDAN",DEM,CHALLENGER,3931101.31,3927041.56,4059.75,12/31/2018,10000.0,3515.97,3884654.4,0.0,07/01/2017
407,IL13,"DAVIS, RODNEY L",REP,INCUMBENT,3638922.98,4016146.61,19576.43,12/31/2018,4600.0,0.0,3818431.69,396800.06,01/01/2017
1134,IL13,"EBEL, JONATHAN HANS",DEM,CHALLENGER,285338.87,285678.87,0.0,06/30/2018,0.0,3609.55,263299.61,0.0,07/01/2017
1484,IL13,"GILL, DAVID MICHAEL DR.",DEM,CHALLENGER,92460.82,92687.93,18.89,10/23/2018,0.0,768.65,90727.33,246.0,01/01/2017
1338,IL13,"JONES, ERIK C",DEM,CHALLENGER,516102.36,516102.36,0.0,09/28/2018,0.0,4615.0,489926.19,0.0,07/17/2017
1152,IL13,"LONDRIGAN, BETSY DIRKSEN",DEM,CHALLENGER,4258543.71,4257797.06,746.65,12/31/2018,0.0,15272.72,4215563.68,0.0,06/01/2017
1275,IL14,"WALZ, JIM",DEM,CHALLENGER,15711.48,16905.47,-1000.02,09/30/2018,0.0,0.0,15905.47,193.97,01/01/2017
1090,IL14,"UNDERWOOD, LAUREN A",DEM,CHALLENGER,4927141.64,4891319.17,35822.47,12/31/2018,6000.0,9389.86,4559268.57,0.0,05/06/2017
287,IL14,"WEBER, GEORGE",DEM,CHALLENGER,17255.0,17255.0,0.0,04/03/2018,0.0,0.0,11919.71,0.0,04/01/2017
73,IL14,"SWANSON, VICTOR",DEM,CHALLENGER,80409.88,80409.88,0.0,06/30/2018,0.0,2267.1,70674.23,0.0,04/01/2017
1807,IL14,"BROLLEY, MATT",DEM,CHALLENGER,165970.12,165721.02,249.1,12/31/2018,5000.0,624.22,161817.34,0.0,06/24/2017
530,IL14,"HULTGREN, RANDY",REP,INCUMBENT,2238968.82,2400772.35,395.52,12/31/2018,0.0,0.0,2336287.68,162199.05,01/01/2017
1204,IL15,"SPOERER, CARL",DEM,CHALLENGER,26195.74,25987.84,207.9,04/05/2018,1350.0,0.0,22418.34,0.0,01/01/2017
1785,IL15,"GAITHER, KEVIN",DEM,CHALLENGER,53605.89,53529.79,76.1,12/31/2018,1000.0,30.0,53029.79,0.0,04/01/2017
546,IL15,"MARCH, ANTHONY JAMES",DEM,CHALLENGER,820.63,820.63,0.0,12/31/2017,0.0,175.63,720.63,0.0,04/01/2017
693,IL15,"SHIMKUS, JOHN M",REP,INCUMBENT,1974774.66,1810325.6,1000738.78,12/31/2018,250.0,0.0,1253394.95,836289.72,01/01/2017
701,IL16,"MINELLI, CHRISTOPHER RYAN",DEM,CHALLENGER,5275.0,5275.0,0.0,06/30/2018,0.0,0.0,5155.0,0.0,04/01/2017
675,IL16,"MARTER, JAMES THOMAS",REP,CHALLENGER,63710.98,63290.19,420.79,12/31/2018,0.0,7837.94,60681.71,0.0,10/01/2017
1006,IL16,"BRIEL, AMY",DEM,CHALLENGER,17571.0,22776.98,19.71,09/30/2018,0.0,0.0,22526.98,0.0,07/01/2017
1470,IL16,"KINZINGER, ADAM",REP,INCUMBENT,1842504.96,2313859.93,1006464.11,12/31/2018,100.0,0.0,2000611.47,1477819.08,01/01/2017
791,IL16,"ARROYAVE, NATHAN",DEM,CHALLENGER,1572.2,550.9,1021.3,06/30/2017,0.0,0.0,542.18,0.0,01/01/2017
674,IL16,"DADY, SARA",DEM,CHALLENGER,382450.38,397692.79,-16574.74,12/31/2018,0.0,2750.0,392286.37,0.0,07/01/2017
2143,IL16,"MOHAMMAD, NEILL DR.",DEM,CHALLENGER,213341.55,213341.55,0.0,12/31/2018,0.0,7221.2,210541.55,0.0,01/01/2017
164,IL16,"VERCOLIO-OSMUND, BETH",DEM,CHALLENGER,13098.0,98.0,420.0,04/15/2018,0.0,0.0,98.0,0.0,12/19/2017
807,IL17,"KLEINE, MARK A MR.",REP,CHALLENGER,563100.96,563100.96,0.0,03/31/2018,0.0,0.0,122840.28,0.0,07/01/2017
303,IL17,"FAWELL, WILLIAM W",REP,CHALLENGER,33267.0,30126.0,91.0,12/31/2018,0.0,4000.0,22040.0,0.0,09/01/2017
1522,IL17,"BUSTOS, CHERI",DEM,INCUMBENT,3952032.32,3153696.81,2334441.18,12/31/2018,8278.83,0.0,2142117.41,1536105.67,01/01/2017
461,IL18,"LAHOOD, DARIN MCKAY",REP,INCUMBENT,2503514.93,1233388.4,1591585.4,12/31/2018,3125.0,0.0,931874.09,321458.87,01/01/2017
2,IL18,"DETERS, BRIAN",DEM,CHALLENGER,20583.09,19770.32,812.77,12/31/2018,0.0,816.6,19670.32,0.0,09/03/2017
1139,IL18,"RODRIGUEZ, JUNIUS",DEM,CHALLENGER,78311.3,73405.89,4905.41,12/31/2018,1360.0,1926.01,73405.89,0.0,07/01/2017
1917,IL18,"RIENTS, DONALD",REP,CHALLENGER,1060.42,1232.87,9.12,12/31/2018,0.0,850.0,1232.87,181.57,01/01/2017
793,IN01,"IVANOVICH, ROSEANN P.",REP,CHALLENGER,9910.32,15391.8,-5481.48,04/18/2018,0.0,9770.32,15391.8,0.0,01/01/2018
880,IN01,"VISCLOSKY, PETER J.",DEM,INCUMBENT,1111399.57,1054010.12,378554.23,12/31/2018,5021.62,0.0,820747.99,321164.78,01/01/2017
1468,IN02,"JOSHI, YATISH J MR.",DEM,CHALLENGER,587183.73,586923.4,0.0,06/30/2018,0.0,0.0,582723.44,0.0,10/01/2017
1672,IN02,"HALL, MEL",DEM,CHALLENGER,4123139.0,4065914.63,57224.37,12/31/2018,2500.0,22000.0,3848801.31,0.0,10/01/2017
1482,IN02,"HACKETT, MARY PATRICIA",DEM,CHALLENGER,110102.18,109933.93,168.25,12/31/2018,0.0,500.0,102677.93,0.0,10/01/2017
567,IN02,"WALORSKI SWIHART, JACKIE",REP,INCUMBENT,2911964.23,2849918.24,118031.12,12/31/2018,631.1,0.0,2779253.22,55985.13,01/01/2017
1512,IN03,"TRITCH, COURTNEY",DEM,CHALLENGER,859851.8,852221.6,7630.2,12/31/2018,13458.62,1034.23,847589.14,0.0,04/01/2017
535,IN03,"BENDER, TYLER",OTH,CHALLENGER,370.0,70.61,299.39,01/31/2018,0.0,0.0,70.61,0.0,09/04/2017
483,IN03,"BANKS, JAMES E",REP,INCUMBENT,996926.15,1129677.09,11508.67,12/31/2018,0.0,0.0,1060193.92,144259.61,01/01/2017
1229,IN04,"SHIPLEY, SHERYL",DEM,OPEN,8958.28,7484.28,1348.98,01/02/2018,0.0,0.0,6153.73,20.0,01/01/2017
213,IN04,"BECK, TOBI",DEM,OPEN,120052.37,119335.44,0.0,12/31/2018,500.0,11237.42,114480.44,15.0,04/01/2017
1168,IN04,"MORALES, CESAR DIEGO",REP,OPEN,575737.99,575737.99,0.0,12/31/2018,0.0,0.0,469548.84,0.0,07/01/2017
841,IN04,"BRAUN, STEVEN J",REP,OPEN,1241320.13,1241320.13,0.0,06/30/2018,0.0,9353.39,1229793.39,0.0,07/01/2017
1764,IN04,"THOMAS, JARED",REP,OPEN,46468.26,46468.26,0.0,05/25/2018,0.0,5134.67,44026.81,0.0,07/06/2017
1792,IN04,"MACKEY, JOSEPH WILLIAM MR",DEM,OPEN,9996.69,9773.02,-751.38,12/31/2018,0.0,148.67,8949.35,65.0,07/01/2017
1967,IN04,"BAIRD, JAMES R PHD",REP,OPEN,565344.82,455543.31,109801.51,12/31/2018,1648.3,1100.0,380323.31,0.0,10/01/2017
595,IN04,"BALLOCK, THOMAS",W,OPEN,122.0,0.0,0.0,12/31/2017,0.0,122.0,0.0,0.0,11/10/2017
723,IN05,"MOORE, KYLE BRENDEN",DEM,CHALLENGER,6244.35,4638.68,1605.67,06/30/2018,0.0,1050.0,4638.68,0.0,01/01/2018
859,IN05,"BROOKS, SUSAN MRS.",REP,INCUMBENT,1435482.14,1918446.57,864925.84,12/31/2018,0.0,0.0,1393040.06,1347890.27,01/01/2017
171,IN05,"DUGDALE, SEAN",DEM,CHALLENGER,434.0,434.0,70.0,03/31/2018,0.0,0.0,434.0,70.0,04/01/2017
679,IN05,"HARTLEY, MICHAEL",DEM,CHALLENGER,3052.0,2519.0,533.0,09/30/2017,0.0,0.0,2519.0,0.0,04/01/2017
1795,IN05,"CHRISTIE, JENNIFER",DEM,CHALLENGER,4605.0,2410.95,2192.53,12/31/2018,0.0,505.0,911.95,0.0,01/01/2018
2128,IN05,"THORNTON, DIERDRE",DEM,CHALLENGER,208155.4,170792.8,37362.65,12/31/2018,0.0,700.0,155538.68,0.0,01/01/2018
340,IN06,"LAKE, JEANNINE LEE",DEM,OPEN,73019.4,59701.39,1182.27,10/17/2018,0.0,0.0,57090.85,100.0,07/04/2017
2011,IN06,"LAMB, JONATHAN M.",REP,OPEN,868142.41,867726.31,416.1,12/31/2018,0.0,0.0,516565.05,0.0,07/01/2017
172,IN06,"PRUETT, JAMES",DEM,OPEN,2696.35,2624.67,1572.63,03/31/2018,0.0,0.0,171.55,0.0,07/01/2017
383,IN06,"CRIDER, MICHAEL R MR.",REP,OPEN,69075.0,69075.0,0.0,02/01/2018,0.0,50.0,43833.56,0.0,08/07/2017
1206,IN06,"MACKENZIE, STEPHEN",REP,OPEN,14861.53,14425.36,436.17,04/18/2018,0.0,0.0,14425.36,0.0,07/01/2017
1378,IN06,"LAVE, KENNETH J.",DEM,OPEN,5423.68,5429.12,0.0,09/30/2018,0.0,2873.68,5429.12,12.84,01/01/2018
2121,IN06,"PENCE, GREGORY J.",REP,OPEN,2793833.01,2593307.01,200526.0,12/31/2018,0.0,0.0,2519876.57,0.0,10/01/2017
98,IN07,"HARMON, WAYNE E",REP,CHALLENGER,606.0,346.0,267.54,12/31/2018,0.0,386.0,136.0,20.0,03/01/2017
969,IN07,"MINIEAR, J D",REP,CHALLENGER,1375.0,1375.0,0.0,05/16/2018,0.0,0.0,1375.0,0.0,01/01/2018
1207,IN07,"VAN PELT, TONY",REP,CHALLENGER,7145.65,7145.65,0.0,05/11/2018,0.0,100.0,7145.65,0.0,07/01/2017
1675,IN07,"CARSON, ANDRE",DEM,INCUMBENT,996033.73,968883.92,850497.21,12/31/2018,9369.99,0.0,827415.17,823347.4,01/01/2017
293,IN08,"TANOOS, WILLIAM",DEM,CHALLENGER,229896.74,229896.74,0.0,11/29/2018,8500.0,4375.82,229106.69,0.0,07/01/2017
1435,IN08,"BUCSHON, LARRY D.",REP,INCUMBENT,969956.05,1048586.17,234230.98,12/31/2018,0.0,0.0,834355.44,312861.1,01/01/2017
1433,IN08,"MOSS, RICHARD MARC",REP,CHALLENGER,138942.61,140092.84,464.65,12/31/2018,0.0,0.0,88476.48,1614.88,01/01/2017
1676,IN09,"CANON, DANIEL J",DEM,CHALLENGER,456072.32,451606.84,-3265.85,12/31/2018,0.0,6400.0,405952.4,0.0,04/01/2017
1911,IN09,"WATSON, LIZ",DEM,CHALLENGER,2534627.98,2518118.51,16509.47,12/31/2018,2500.0,2286.26,2475706.99,0.0,07/01/2017
566,IN09,"CURTIS, TOD",DEM,CHALLENGER,54630.0,54630.0,0.0,12/31/2017,0.0,0.0,32705.0,0.0,06/27/2017
110,IN09,"CHATLOS, ROBERT",DEM,CHALLENGER,3015.0,2800.0,215.0,04/18/2018,0.0,2000.0,2800.0,0.0,05/04/2017
484,IN09,"HOLLINGSWORTH, TREY",REP,INCUMBENT,1505241.32,1498220.43,7325.88,12/31/2018,0.0,747.0,1464567.96,304.99,01/01/2017
1705,KS01,"LAPOLICE, ALAN",DEM,CHALLENGER,215396.38,214415.67,5.25,12/31/2018,0.0,0.0,209915.67,-975.46,01/01/2017
1853,KS01,"HUELSKAMP, TIMOTHY A REP.",REP,CHALLENGER,3909.1,29570.29,58333.51,12/31/2018,0.0,0.0,23194.57,83994.73,01/01/2017
1614,KS01,"MARSHALL, ROGER W",REP,INCUMBENT,1343114.41,753188.46,608285.86,12/31/2018,0.0,0.0,567135.85,18359.91,01/01/2017
76,KS02,"MAYS, MARION DOUGLAS",REP,OPEN,153164.7,153164.7,0.0,08/21/2018,0.0,0.0,148756.61,0.0,05/10/2018
848,KS02,"BEVENS, MATTHEW RYAN",REP,OPEN,16100.82,11163.33,4937.49,04/11/2018,0.0,0.0,11163.33,0.0,10/01/2017
356,KS02,"FIELDS, VERNON JAMES",REP,OPEN,29167.86,19231.92,8610.0,09/30/2018,0.0,1085.0,19231.92,0.0,01/01/2017
3,KS02,"DAVIS, PAUL T.",DEM,OPEN,3985402.56,3954361.15,31166.41,12/31/2018,5150.0,8355.6,3926569.14,0.0,07/01/2017
100,KS02,"TANNAHILL, TYLER NATHAN",REP,OPEN,77818.5,77818.5,0.0,05/23/2018,0.0,0.0,17224.01,0.0,01/01/2018
477,KS02,"WATKINS, STEVE",REP,OPEN,1257752.91,1223163.07,34589.84,12/31/2018,8854.43,852.37,1185611.07,0.0,09/01/2017
2021,KS02,"SOAVE, ANTONIO",REP,OPEN,41050.0,15998.3,30697.1,06/30/2018,0.0,0.0,15998.3,0.0,07/01/2017
1796,KS02,"TYSON, CARYN",REP,OPEN,629705.01,326067.16,303637.85,12/31/2018,0.0,13503.7,161664.14,0.0,07/01/2017
474,KS02,"PYLE, DENNIS",REP,OPEN,149876.59,149876.59,0.0,10/15/2018,0.0,0.0,133676.59,0.0,04/01/2018
1770,KS02,"FITZGERALD, STEPHEN EDWARD",REP,OPEN,493480.4,470455.4,9104.51,12/14/2018,0.0,5400.0,255956.45,0.0,04/01/2017
1323,KS02,"JONES, KEVIN",REP,OPEN,135030.91,135040.9,0.01,12/31/2018,0.0,60100.0,123766.56,10.0,07/01/2017
107,KS03,"WELDER, BRENT",DEM,CHALLENGER,996963.1,996664.33,298.77,12/31/2018,0.0,2032.26,869613.15,0.0,07/03/2017
973,KS03,"NIERMANN, TOM",DEM,CHALLENGER,810073.47,809819.8,253.67,09/30/2018,0.0,0.0,722736.8,0.0,07/01/2017
169,KS03,"HAULMARK, CHRIS",DEM,CHALLENGER,10982.0,4550.04,-1417.5,06/30/2018,0.0,0.0,2790.04,0.0,04/01/2017
1273,KS03,"SIDIE, JAY",DEM,CHALLENGER,107632.33,117503.51,0.0,12/31/2018,0.0,3100.0,6128.54,9871.18,01/01/2017
551,KS03,"RAMSEY, ANDREA",DEM,CHALLENGER,574664.4,497324.38,77340.02,12/31/2018,0.0,13534.34,243251.98,0.0,04/01/2017
1950,KS03,"KEEGAN, TREVOR",REP,CHALLENGER,17660.0,20553.59,9606.41,10/01/2018,0.0,0.0,17660.0,0.0,04/01/2018
1932,KS03,"WILLIAMS, SYLVIA",DEM,CHALLENGER,317826.27,317826.27,0.0,08/27/2018,0.0,1132.32,299726.34,0.0,01/01/2018
1596,KS03,"YODER, KEVIN",REP,INCUMBENT,4655829.95,4966109.86,125072.67,12/31/2018,0.0,0.0,4861122.02,435352.58,01/01/2017
552,KS03,"MCCAMON, MIKE",DEM,CHALLENGER,180148.55,180147.93,0.0,12/31/2018,0.0,1049.85,49437.54,0.0,02/01/2018
1822,KS03,"DAVIDS, SHARICE",DEM,CHALLENGER,4860761.14,4852128.71,8632.43,12/31/2018,5000.0,0.0,4765739.95,0.0,01/01/2018
127,KS03,"MCCONNELL, JOSEPH",DEM,CHALLENGER,36182.63,36182.63,0.0,07/12/2017,0.0,11025.0,35086.94,0.0,04/01/2017
1068,KS04,"ESTES, RON M.",REP,CHALLENGER,4578.0,2812.0,1765.0,09/30/2018,0.0,0.0,2812.0,0.0,05/31/2018
634,KS04,"WALKER, VERNON CHARLES S",DEM,OPEN,4284.52,4005.59,278.93,04/15/2017,0.0,0.0,3105.59,0.0,11/09/2016
553,KS04,"LOMBARD, LAURA",DEM,CHALLENGER,112949.81,112949.81,0.0,12/31/2018,0.0,1325.0,104677.1,0.0,12/01/2016
6,KS04,"COBB, ALAN EARL",REP,OPEN,150369.61,150369.61,0.0,09/30/2017,0.0,0.0,47768.89,0.0,01/01/2017
368,KS04,"BRUCE, GEORGE C MR.",REP,OPEN,56300.0,56300.0,0.0,04/14/2017,0.0,10400.0,10307.0,0.0,01/19/2017
1174,KS04,"ASHBY, JOSEPH",REP,OPEN,5329.7,5429.7,0.0,07/11/2017,0.0,1.71,1647.71,100.0,01/01/2017
592,KS04,"ESTES, RON",REP,INCUMBENT,1850089.59,1579545.63,270543.96,12/31/2018,5000.0,0.0,1545871.5,0.0,01/01/2017
601,KS04,"THOMPSON, JAMES A MR.",DEM,CHALLENGER,1483689.67,1483689.67,0.0,12/31/2018,3000.0,0.0,1319769.91,0.0,01/01/2017
1490,KY01,"COMER, JAMES",REP,INCUMBENT,721796.1,637459.1,168900.38,12/31/2018,250.0,0.0,576409.1,84563.38,01/01/2017
